doc_id,title,source_url,local_path,section,subsection,doc_kind,asset_count,external_embed_count,status,note
new:builder/elements/filter/filter-radio,Filter radio,https://academy-preview.bricksbuilder.io/builder/elements/filter/filter-radio/,corpus/bricks-academy-preview/builder/elements/filter/filter-radio.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/filter/filter-range,Filter range,https://academy-preview.bricksbuilder.io/builder/elements/filter/filter-range/,corpus/bricks-academy-preview/builder/elements/filter/filter-range.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/filter/filter-search,Filter search,https://academy-preview.bricksbuilder.io/builder/elements/filter/filter-search/,corpus/bricks-academy-preview/builder/elements/filter/filter-search.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/filter/filter-select,Filter select,https://academy-preview.bricksbuilder.io/builder/elements/filter/filter-select/,corpus/bricks-academy-preview/builder/elements/filter/filter-select.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/filter/filter-submit,Filter submit,https://academy-preview.bricksbuilder.io/builder/elements/filter/filter-submit/,corpus/bricks-academy-preview/builder/elements/filter/filter-submit.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/general/accordion-nested,Accordion (nestable),https://academy-preview.bricksbuilder.io/builder/elements/general/accordion-nested/,corpus/bricks-academy-preview/builder/elements/general/accordion-nested.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/general/accordion,Accordion,https://academy-preview.bricksbuilder.io/builder/elements/general/accordion/,corpus/bricks-academy-preview/builder/elements/general/accordion.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/general/alert,Alert,https://academy-preview.bricksbuilder.io/builder/elements/general/alert/,corpus/bricks-academy-preview/builder/elements/general/alert.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/general/animated-typing,Animated typing,https://academy-preview.bricksbuilder.io/builder/elements/general/animated-typing/,corpus/bricks-academy-preview/builder/elements/general/animated-typing.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/general/back-to-top,Back to Top,https://academy-preview.bricksbuilder.io/builder/elements/general/back-to-top/,corpus/bricks-academy-preview/builder/elements/general/back-to-top.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/general/breadcrumbs,Breadcrumbs,https://academy-preview.bricksbuilder.io/builder/elements/general/breadcrumbs/,corpus/bricks-academy-preview/builder/elements/general/breadcrumbs.md,builder,builder/elements,element,11,0,ok,
new:builder/elements/general/code,Code,https://academy-preview.bricksbuilder.io/builder/elements/general/code/,corpus/bricks-academy-preview/builder/elements/general/code.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/general/countdown,Countdown,https://academy-preview.bricksbuilder.io/builder/elements/general/countdown/,corpus/bricks-academy-preview/builder/elements/general/countdown.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/general/counter,Counter,https://academy-preview.bricksbuilder.io/builder/elements/general/counter/,corpus/bricks-academy-preview/builder/elements/general/counter.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/general/dropdown,Dropdown,https://academy-preview.bricksbuilder.io/builder/elements/general/dropdown/,corpus/bricks-academy-preview/builder/elements/general/dropdown.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/general/facebook-page,Facebook page,https://academy-preview.bricksbuilder.io/builder/elements/general/facebook-page/,corpus/bricks-academy-preview/builder/elements/general/facebook-page.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/general/form,Form,https://academy-preview.bricksbuilder.io/builder/elements/general/form/,corpus/bricks-academy-preview/builder/elements/general/form.md,builder,builder/elements,element,13,0,ok,
new:builder/elements/general/html,HTML,https://academy-preview.bricksbuilder.io/builder/elements/general/html/,corpus/bricks-academy-preview/builder/elements/general/html.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/general/icon-box,Icon box,https://academy-preview.bricksbuilder.io/builder/elements/general/icon-box/,corpus/bricks-academy-preview/builder/elements/general/icon-box.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/general/icon-list,Icon list,https://academy-preview.bricksbuilder.io/builder/elements/general/icon-list/,corpus/bricks-academy-preview/builder/elements/general/icon-list.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/general/map-connector,Map Connector,https://academy-preview.bricksbuilder.io/builder/elements/general/map-connector/,corpus/bricks-academy-preview/builder/elements/general/map-connector.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/general/map-leaflet,Map (Leaflet),https://academy-preview.bricksbuilder.io/builder/elements/general/map-leaflet/,corpus/bricks-academy-preview/builder/elements/general/map-leaflet.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/general/map,Map,https://academy-preview.bricksbuilder.io/builder/elements/general/map/,corpus/bricks-academy-preview/builder/elements/general/map.md,builder,builder/elements,element,14,0,ok,
new:builder/elements/general/nav-nested,Nav (Nestable),https://academy-preview.bricksbuilder.io/builder/elements/general/nav-nested/,corpus/bricks-academy-preview/builder/elements/general/nav-nested.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/general/offcanvas,Offcanvas,https://academy-preview.bricksbuilder.io/builder/elements/general/offcanvas/,corpus/bricks-academy-preview/builder/elements/general/offcanvas.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/general/pie-chart,Pie chart,https://academy-preview.bricksbuilder.io/builder/elements/general/pie-chart/,corpus/bricks-academy-preview/builder/elements/general/pie-chart.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/general/pricing-tables,Pricing tables,https://academy-preview.bricksbuilder.io/builder/elements/general/pricing-tables/,corpus/bricks-academy-preview/builder/elements/general/pricing-tables.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/general/progress-bar,Progress bar,https://academy-preview.bricksbuilder.io/builder/elements/general/progress-bar/,corpus/bricks-academy-preview/builder/elements/general/progress-bar.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/general/rating,Rating,https://academy-preview.bricksbuilder.io/builder/elements/general/rating/,corpus/bricks-academy-preview/builder/elements/general/rating.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/general/slot,Slot,https://academy-preview.bricksbuilder.io/builder/elements/general/slot/,corpus/bricks-academy-preview/builder/elements/general/slot.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/general/tabs-nested,Tabs (nestable),https://academy-preview.bricksbuilder.io/builder/elements/general/tabs-nested/,corpus/bricks-academy-preview/builder/elements/general/tabs-nested.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/general/tabs,Tabs,https://academy-preview.bricksbuilder.io/builder/elements/general/tabs/,corpus/bricks-academy-preview/builder/elements/general/tabs.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/general/team-members,Team members,https://academy-preview.bricksbuilder.io/builder/elements/general/team-members/,corpus/bricks-academy-preview/builder/elements/general/team-members.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/general/template,Template,https://academy-preview.bricksbuilder.io/builder/elements/general/template/,corpus/bricks-academy-preview/builder/elements/general/template.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/general/testimonials,Testimonials,https://academy-preview.bricksbuilder.io/builder/elements/general/testimonials/,corpus/bricks-academy-preview/builder/elements/general/testimonials.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/general/toggle-mode,Toggle - Mode,https://academy-preview.bricksbuilder.io/builder/elements/general/toggle-mode/,corpus/bricks-academy-preview/builder/elements/general/toggle-mode.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/general/toggle,Toggle,https://academy-preview.bricksbuilder.io/builder/elements/general/toggle/,corpus/bricks-academy-preview/builder/elements/general/toggle.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/layout/block,Block,https://academy-preview.bricksbuilder.io/builder/elements/layout/block/,corpus/bricks-academy-preview/builder/elements/layout/block.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/layout/container,Container,https://academy-preview.bricksbuilder.io/builder/elements/layout/container/,corpus/bricks-academy-preview/builder/elements/layout/container.md,builder,builder/elements,element,4,2,ok,external embeds preserved as links
new:builder/elements/layout/div,Div,https://academy-preview.bricksbuilder.io/builder/elements/layout/div/,corpus/bricks-academy-preview/builder/elements/layout/div.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/layout/divider,Divider,https://academy-preview.bricksbuilder.io/builder/elements/layout/divider/,corpus/bricks-academy-preview/builder/elements/layout/divider.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/layout/list,List,https://academy-preview.bricksbuilder.io/builder/elements/layout/list/,corpus/bricks-academy-preview/builder/elements/layout/list.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/layout/section,Section,https://academy-preview.bricksbuilder.io/builder/elements/layout/section/,corpus/bricks-academy-preview/builder/elements/layout/section.md,builder,builder/elements,element,1,0,ok,
new:builder/elements/media/audio,Audio,https://academy-preview.bricksbuilder.io/builder/elements/media/audio/,corpus/bricks-academy-preview/builder/elements/media/audio.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/media/carousel,Carousel,https://academy-preview.bricksbuilder.io/builder/elements/media/carousel/,corpus/bricks-academy-preview/builder/elements/media/carousel.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/media/image-gallery,Image gallery,https://academy-preview.bricksbuilder.io/builder/elements/media/image-gallery/,corpus/bricks-academy-preview/builder/elements/media/image-gallery.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/media/instagram-feed,Instagram feed,https://academy-preview.bricksbuilder.io/builder/elements/media/instagram-feed/,corpus/bricks-academy-preview/builder/elements/media/instagram-feed.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/media/logo,Logo,https://academy-preview.bricksbuilder.io/builder/elements/media/logo/,corpus/bricks-academy-preview/builder/elements/media/logo.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/media/slider-nested,Slider (nestable),https://academy-preview.bricksbuilder.io/builder/elements/media/slider-nested/,corpus/bricks-academy-preview/builder/elements/media/slider-nested.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/media/slider,Slider,https://academy-preview.bricksbuilder.io/builder/elements/media/slider/,corpus/bricks-academy-preview/builder/elements/media/slider.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/media/svg,SVG,https://academy-preview.bricksbuilder.io/builder/elements/media/svg/,corpus/bricks-academy-preview/builder/elements/media/svg.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/product/product-add-to-cart,Add to cart,https://academy-preview.bricksbuilder.io/builder/elements/product/product-add-to-cart/,corpus/bricks-academy-preview/builder/elements/product/product-add-to-cart.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/product/product-additional-information,Product additional information,https://academy-preview.bricksbuilder.io/builder/elements/product/product-additional-information/,corpus/bricks-academy-preview/builder/elements/product/product-additional-information.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/product/product-content,Product content,https://academy-preview.bricksbuilder.io/builder/elements/product/product-content/,corpus/bricks-academy-preview/builder/elements/product/product-content.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/product/product-gallery,Product gallery,https://academy-preview.bricksbuilder.io/builder/elements/product/product-gallery/,corpus/bricks-academy-preview/builder/elements/product/product-gallery.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/product/product-meta,Product meta,https://academy-preview.bricksbuilder.io/builder/elements/product/product-meta/,corpus/bricks-academy-preview/builder/elements/product/product-meta.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/product/product-price,Product price,https://academy-preview.bricksbuilder.io/builder/elements/product/product-price/,corpus/bricks-academy-preview/builder/elements/product/product-price.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/product/product-rating,Product rating,https://academy-preview.bricksbuilder.io/builder/elements/product/product-rating/,corpus/bricks-academy-preview/builder/elements/product/product-rating.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/product/product-related,Related products,https://academy-preview.bricksbuilder.io/builder/elements/product/product-related/,corpus/bricks-academy-preview/builder/elements/product/product-related.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/product/product-reviews,Product reviews,https://academy-preview.bricksbuilder.io/builder/elements/product/product-reviews/,corpus/bricks-academy-preview/builder/elements/product/product-reviews.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/product/product-short-description,Product short description,https://academy-preview.bricksbuilder.io/builder/elements/product/product-short-description/,corpus/bricks-academy-preview/builder/elements/product/product-short-description.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/product/product-stock,Product stock,https://academy-preview.bricksbuilder.io/builder/elements/product/product-stock/,corpus/bricks-academy-preview/builder/elements/product/product-stock.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/product/product-tabs,Product tabs,https://academy-preview.bricksbuilder.io/builder/elements/product/product-tabs/,corpus/bricks-academy-preview/builder/elements/product/product-tabs.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/product/product-title,Product title,https://academy-preview.bricksbuilder.io/builder/elements/product/product-title/,corpus/bricks-academy-preview/builder/elements/product/product-title.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/product/product-upsells,Product up/cross-sells,https://academy-preview.bricksbuilder.io/builder/elements/product/product-upsells/,corpus/bricks-academy-preview/builder/elements/product/product-upsells.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/query/query-results-summary,Query results summary,https://academy-preview.bricksbuilder.io/builder/elements/query/query-results-summary/,corpus/bricks-academy-preview/builder/elements/query/query-results-summary.md,builder,builder/elements,element,2,0,ok,
new:builder/elements/single/author,Author,https://academy-preview.bricksbuilder.io/builder/elements/single/author/,corpus/bricks-academy-preview/builder/elements/single/author.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/single/comments,Comments,https://academy-preview.bricksbuilder.io/builder/elements/single/comments/,corpus/bricks-academy-preview/builder/elements/single/comments.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/single/excerpt,Excerpt,https://academy-preview.bricksbuilder.io/builder/elements/single/excerpt/,corpus/bricks-academy-preview/builder/elements/single/excerpt.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/single/meta-data,Meta data,https://academy-preview.bricksbuilder.io/builder/elements/single/meta-data/,corpus/bricks-academy-preview/builder/elements/single/meta-data.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/single/post-content,Post content,https://academy-preview.bricksbuilder.io/builder/elements/single/post-content/,corpus/bricks-academy-preview/builder/elements/single/post-content.md,builder,builder/elements,element,3,0,ok,
new:builder/elements/single/post-navigation,Post navigation,https://academy-preview.bricksbuilder.io/builder/elements/single/post-navigation/,corpus/bricks-academy-preview/builder/elements/single/post-navigation.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/single/post-reading-progress-bar,Post reading progress bar,https://academy-preview.bricksbuilder.io/builder/elements/single/post-reading-progress-bar/,corpus/bricks-academy-preview/builder/elements/single/post-reading-progress-bar.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/single/post-reading-time,Post reading time,https://academy-preview.bricksbuilder.io/builder/elements/single/post-reading-time/,corpus/bricks-academy-preview/builder/elements/single/post-reading-time.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/single/post-title,Post title,https://academy-preview.bricksbuilder.io/builder/elements/single/post-title/,corpus/bricks-academy-preview/builder/elements/single/post-title.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/single/post-toc,Post table of contents,https://academy-preview.bricksbuilder.io/builder/elements/single/post-toc/,corpus/bricks-academy-preview/builder/elements/single/post-toc.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/single/related-posts,Related posts,https://academy-preview.bricksbuilder.io/builder/elements/single/related-posts/,corpus/bricks-academy-preview/builder/elements/single/related-posts.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/single/social-sharing,Social sharing,https://academy-preview.bricksbuilder.io/builder/elements/single/social-sharing/,corpus/bricks-academy-preview/builder/elements/single/social-sharing.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/single/taxonomy,Taxonomy,https://academy-preview.bricksbuilder.io/builder/elements/single/taxonomy/,corpus/bricks-academy-preview/builder/elements/single/taxonomy.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/woocommerce/account-add-payment-method,Account - Add payment method,https://academy-preview.bricksbuilder.io/builder/elements/woocommerce/account-add-payment-method/,corpus/bricks-academy-preview/builder/elements/woocommerce/account-add-payment-method.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/woocommerce/account-addresses,Account - Addresses,https://academy-preview.bricksbuilder.io/builder/elements/woocommerce/account-addresses/,corpus/bricks-academy-preview/builder/elements/woocommerce/account-addresses.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/woocommerce/account-downloads,Account - Downloads,https://academy-preview.bricksbuilder.io/builder/elements/woocommerce/account-downloads/,corpus/bricks-academy-preview/builder/elements/woocommerce/account-downloads.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/woocommerce/account-form-edit-account,Account - Edit account,https://academy-preview.bricksbuilder.io/builder/elements/woocommerce/account-form-edit-account/,corpus/bricks-academy-preview/builder/elements/woocommerce/account-form-edit-account.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/woocommerce/account-form-edit-address,Account - Edit address,https://academy-preview.bricksbuilder.io/builder/elements/woocommerce/account-form-edit-address/,corpus/bricks-academy-preview/builder/elements/woocommerce/account-form-edit-address.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/woocommerce/account-form-login,Account - Login form,https://academy-preview.bricksbuilder.io/builder/elements/woocommerce/account-form-login/,corpus/bricks-academy-preview/builder/elements/woocommerce/account-form-login.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/woocommerce/account-form-lost-password,Account - Lost password,https://academy-preview.bricksbuilder.io/builder/elements/woocommerce/account-form-lost-password/,corpus/bricks-academy-preview/builder/elements/woocommerce/account-form-lost-password.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/woocommerce/account-form-register,Account - Register form,https://academy-preview.bricksbuilder.io/builder/elements/woocommerce/account-form-register/,corpus/bricks-academy-preview/builder/elements/woocommerce/account-form-register.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/woocommerce/account-form-reset-password,Account - Reset password,https://academy-preview.bricksbuilder.io/builder/elements/woocommerce/account-form-reset-password/,corpus/bricks-academy-preview/builder/elements/woocommerce/account-form-reset-password.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/woocommerce/account-orders,Account - Orders,https://academy-preview.bricksbuilder.io/builder/elements/woocommerce/account-orders/,corpus/bricks-academy-preview/builder/elements/woocommerce/account-orders.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/woocommerce/account-page,Account - Page,https://academy-preview.bricksbuilder.io/builder/elements/woocommerce/account-page/,corpus/bricks-academy-preview/builder/elements/woocommerce/account-page.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/woocommerce/account-payment-methods,Account - Payment methods,https://academy-preview.bricksbuilder.io/builder/elements/woocommerce/account-payment-methods/,corpus/bricks-academy-preview/builder/elements/woocommerce/account-payment-methods.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/woocommerce/account-view-order,Account - View order,https://academy-preview.bricksbuilder.io/builder/elements/woocommerce/account-view-order/,corpus/bricks-academy-preview/builder/elements/woocommerce/account-view-order.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/woocommerce/breadcrumbs,WooCommerce Breadcrumbs,https://academy-preview.bricksbuilder.io/builder/elements/woocommerce/breadcrumbs/,corpus/bricks-academy-preview/builder/elements/woocommerce/breadcrumbs.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/woocommerce/cart-collaterals,Cart totals,https://academy-preview.bricksbuilder.io/builder/elements/woocommerce/cart-collaterals/,corpus/bricks-academy-preview/builder/elements/woocommerce/cart-collaterals.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/woocommerce/cart-coupon,Cart coupon,https://academy-preview.bricksbuilder.io/builder/elements/woocommerce/cart-coupon/,corpus/bricks-academy-preview/builder/elements/woocommerce/cart-coupon.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/woocommerce/cart-items,Cart items,https://academy-preview.bricksbuilder.io/builder/elements/woocommerce/cart-items/,corpus/bricks-academy-preview/builder/elements/woocommerce/cart-items.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/woocommerce/checkout-coupon,Checkout coupon,https://academy-preview.bricksbuilder.io/builder/elements/woocommerce/checkout-coupon/,corpus/bricks-academy-preview/builder/elements/woocommerce/checkout-coupon.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/woocommerce/checkout-customer-details,Checkout customer details,https://academy-preview.bricksbuilder.io/builder/elements/woocommerce/checkout-customer-details/,corpus/bricks-academy-preview/builder/elements/woocommerce/checkout-customer-details.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/woocommerce/checkout-login,Checkout login,https://academy-preview.bricksbuilder.io/builder/elements/woocommerce/checkout-login/,corpus/bricks-academy-preview/builder/elements/woocommerce/checkout-login.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/woocommerce/checkout-order-payment,Checkout order payment,https://academy-preview.bricksbuilder.io/builder/elements/woocommerce/checkout-order-payment/,corpus/bricks-academy-preview/builder/elements/woocommerce/checkout-order-payment.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/woocommerce/checkout-order-review,Checkout order review,https://academy-preview.bricksbuilder.io/builder/elements/woocommerce/checkout-order-review/,corpus/bricks-academy-preview/builder/elements/woocommerce/checkout-order-review.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/woocommerce/checkout-order-table,Checkout order table,https://academy-preview.bricksbuilder.io/builder/elements/woocommerce/checkout-order-table/,corpus/bricks-academy-preview/builder/elements/woocommerce/checkout-order-table.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/woocommerce/checkout-thankyou,Checkout thank you,https://academy-preview.bricksbuilder.io/builder/elements/woocommerce/checkout-thankyou/,corpus/bricks-academy-preview/builder/elements/woocommerce/checkout-thankyou.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/woocommerce/mini-cart,Mini cart,https://academy-preview.bricksbuilder.io/builder/elements/woocommerce/mini-cart/,corpus/bricks-academy-preview/builder/elements/woocommerce/mini-cart.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/woocommerce/notice,Notice,https://academy-preview.bricksbuilder.io/builder/elements/woocommerce/notice/,corpus/bricks-academy-preview/builder/elements/woocommerce/notice.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/woocommerce/products-archive-description,Products archive description,https://academy-preview.bricksbuilder.io/builder/elements/woocommerce/products-archive-description/,corpus/bricks-academy-preview/builder/elements/woocommerce/products-archive-description.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/woocommerce/products-filter,Products filter,https://academy-preview.bricksbuilder.io/builder/elements/woocommerce/products-filter/,corpus/bricks-academy-preview/builder/elements/woocommerce/products-filter.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/woocommerce/products-orderby,Products orderby,https://academy-preview.bricksbuilder.io/builder/elements/woocommerce/products-orderby/,corpus/bricks-academy-preview/builder/elements/woocommerce/products-orderby.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/woocommerce/products-pagination,Products pagination,https://academy-preview.bricksbuilder.io/builder/elements/woocommerce/products-pagination/,corpus/bricks-academy-preview/builder/elements/woocommerce/products-pagination.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/woocommerce/products-total-results,Products total results,https://academy-preview.bricksbuilder.io/builder/elements/woocommerce/products-total-results/,corpus/bricks-academy-preview/builder/elements/woocommerce/products-total-results.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/woocommerce/products,Products,https://academy-preview.bricksbuilder.io/builder/elements/woocommerce/products/,corpus/bricks-academy-preview/builder/elements/woocommerce/products.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/woocommerce/template-hook,WooCommerce Template Hook,https://academy-preview.bricksbuilder.io/builder/elements/woocommerce/template-hook/,corpus/bricks-academy-preview/builder/elements/woocommerce/template-hook.md,builder,builder/elements,element,0,0,ok,
new:builder/elements/wordpress/nav-menu,Nav menu,https://academy-preview.bricksbuilder.io/builder/elements/wordpress/nav-menu/,corpus/bricks-academy-preview/builder/elements/wordpress/nav-menu.md,builder,builder/elements,element,0,0,ok,
